text,id,Brand
"Yo @DunkinDonuts last day of free food, but first day of FREE COFFEE... maybe?",31,DunkinDonuts
@DunkinDonuts just got one in our town! Awesome... except no chicken salad on a croissant.... booo <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>,32,DunkinDonuts
"This semester has by far been the most difficult I've had. At times I really didn't think I could handle it, but I… https://t.co/I4cvyB2NgN",33,DunkinDonuts
@dustinpari Loved listening to your wonderful lecture. It brightened my rainy day at lunch listening. I don’t get o… https://t.co/y3bRFTtMK4,34,DunkinDonuts
Sipping on DD watching the snow <U+2744><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> @dunkindonuts… https://t.co/00dbZsUmBi,35,DunkinDonuts
RT @ASASOhio: Who likes doughnuts &amp; hot chocolate? Everybody! Thank you @FOXSportsOH and @DunkinDonuts for bringing holiday cheer to our Al…,36,DunkinDonuts
@DunkinDonuts can you please bring back Pink Lemonade Coolatas <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,37,DunkinDonuts
RT @SteveHoagland6: @DunkinDonuts @JoDeeKenney  @sumac90 @Nurselongfellow  @NHLFlyers @LukeChristman96   Hi everybody!!  Here's the link fo…,38,DunkinDonuts
It's cold outside &amp; I still want a ice coffee from @DunkinDonuts,39,DunkinDonuts
"@OldSaucy @DunkinDonuts @cleveland19news Yeah if you think about it, not a lot of coffee shops over in that area, a… https://t.co/GKutl3enoZ",40,DunkinDonuts
@DunkinDonuts hot chocolate is the best <ed><U+00A0><U+00BC><ed><U+00BD><U+00AB><U+2615><U+FE0F>,41,DunkinDonuts
Be the 7th caller to 617-931-1AAF during the 4pm hour when solicited for a chance to win passes to @skinashoba duri… https://t.co/8j0CUXPBFM,42,DunkinDonuts
Went out in the snow for hot chocolate and it tastes like water.... thanks @DunkinDonuts <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>,43,DunkinDonuts
Camera and Mensch say Friday Adventures run on @DunkinDonuts Hot Chocolate https://t.co/IZuoTeiSP2,44,DunkinDonuts
"I'm at @DunkinDonuts in Rahway, NJ https://t.co/4iD1VfN0rt",45,DunkinDonuts
RT @GilletteChildrn: Good morning! Thx to @DunkinDonuts in West St. Paul for powering up our volunteers at the @KS95forKids Radiothon today…,46,DunkinDonuts
@CautionClock20 You know who should be a partial sponsor?  @DunkinDonuts because @lxznr brought donuts to acceptability to motorsports!,47,DunkinDonuts
@DunkinDonuts Andddd my cheese isn’t melted and they forgot the ranch <ed><U+00A0><U+00BC><ed><U+00B6><U+0097><ed><U+00A0><U+00BC><ed><U+00B6><U+0092>,48,DunkinDonuts
Me @ this @DunkinDonuts — “are you not at all worried about your DT timer?? Why am I waiting so long for a damn wra… https://t.co/KXPpUtOdwV,49,DunkinDonuts
RT @eghsbiz: My mornings begin with @MorningBrew @NextGenPF Question of the Day and my medium @DunkinDonuts! My… https://t.co/dLqk8V2V0d,50,DunkinDonuts
"We <ed><U+00A0><U+00BC><ed><U+00BD><U+00A9> mean to alarm you but @DunkinDonuts is coming to #dtCLE! 
Get a glimpse here if you haven't already: https://t.co/f9aQ77LMOQ",51,DunkinDonuts
@BJsWholesale Let’s hope a Jacksonville location gets a @DunkinDonuts,52,DunkinDonuts
"Lol just ordered a bagel with cream cheese from @DunkinDonuts and the girl asked me, “do you want the cream cheese… https://t.co/7nqmAGD1EP",53,DunkinDonuts
"@DanDeRoos19 @DunkinDonuts @cleveland19news Actually, not a bad location.",54,DunkinDonuts
My mornings begin with @MorningBrew @NextGenPF Question of the Day and my medium @DunkinDonuts! My #PersonalFinance… https://t.co/eT8ofwVaja,55,DunkinDonuts
RT @DanDeRoos19: Rejoice! CLE is getting its first @DunkinDonuts store in downtown. E. 9th &amp; Rockwell Ave. Opens end of Jan. @cleveland19ne…,56,DunkinDonuts
RT @MSweetwood: The #retailers with the most outlets in the US • @SUBWAY tops the list and @Starbucks beats @DunkinDonuts !!! and who is @y…,57,DunkinDonuts
Peppermint Mocha and Brown Sugar Cinnamon! <ed><U+00A0><U+00BD><ed><U+00B2><U+009E> You’re going to fa-la-la- in love with @DunkinDonuts new Holiday <U+2615><U+FE0F> Fl… https://t.co/flABlgpeHT,58,DunkinDonuts
"I'm at @DunkinDonuts in Edison, NJ https://t.co/nX80wzmyuX",59,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news Cool :),60,DunkinDonuts
@HornerCheyenne1 @DanDeRoos19 @DunkinDonuts @cleveland19news I never compared them. I agree with u. Starbucks is pricey!,61,DunkinDonuts
RT @DanDeRoos19: Rejoice! CLE is getting its first @DunkinDonuts store in downtown. E. 9th &amp; Rockwell Ave. Opens end of Jan. @cleveland19ne…,62,DunkinDonuts
"@GCRTA @DunkinDonuts @cleveland19news This is the first STORE. As in full service, all the DD products.",63,DunkinDonuts
"@DunkinDonuts I'm obsessed with your coffee, but why the f$@k are you still serving in styrofoam cups!?",64,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news There is  already a @dunkinDonuts downtown it is located in Tower City ;),65,DunkinDonuts
@DunkinDonuts there’s 6 and they are burnt. Fuck you https://t.co/e3QdoNaDkQ,66,DunkinDonuts
@TristanMedia @DunkinDonuts @cleveland19news Maybe. Not sure.,67,DunkinDonuts
"@DanDeRoos19 @DunkinDonuts @cleveland19news I would rather see a local shop, but I'll take it!",68,DunkinDonuts
@ChicagoBears @Mike_Glennon @DunkinDonuts Happy birthday Mr. Glennon,69,DunkinDonuts
@DunkinDonuts wouldn’t it be great if I could actually use Masterpass to load my card?#masterpass #dunkindonuts,70,DunkinDonuts
"@DunkinDonuts eggnog coffee and ginger bread coffee, get on it.",71,DunkinDonuts
RT @DanDeRoos19: Rejoice! CLE is getting its first @DunkinDonuts store in downtown. E. 9th &amp; Rockwell Ave. Opens end of Jan. @cleveland19ne…,72,DunkinDonuts
@DanDeRoos19 @BigSerb @DunkinDonuts @cleveland19news Someone literally said Dunkin Donuts is expensive HAHAHAHA! I… https://t.co/jogpRHDbYN,73,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news Are you going there when it opens?,74,DunkinDonuts
RT @DanDeRoos19: Rejoice! CLE is getting its first @DunkinDonuts store in downtown. E. 9th &amp; Rockwell Ave. Opens end of Jan. @cleveland19ne…,75,DunkinDonuts
@switch2756 @DanDeRoos19 @DunkinDonuts @cleveland19news Really? Have you even seen what Starbucks costs? Starbucks… https://t.co/lBcHnwzMCr,76,DunkinDonuts
When you're having a bad week and you only have 10 dollars left but you decided to get coffee from @DunkinDonuts be… https://t.co/SWZSrBsg6t,77,DunkinDonuts
Whyyyyy Uniontown @DunkinDonuts are you the slowest place on the planet!?,78,DunkinDonuts
#TheHot3At3 Is Up Next On @hot937 <U+203C><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> Today We’re Giving Away A $50 GC To @dunkindonuts <U+203C><U+FE0F> https://t.co/LkkuusLqGg,79,DunkinDonuts
@AubreyKende @MrEdTrain @DunkinDonuts <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> insidious gadget keeps you on your diet...,80,DunkinDonuts
"@DunkinDonuts Thanks! My suggestion, instead of false advertising, the ""*These flavors are only available at partic… https://t.co/JcKdA4xygZ",81,DunkinDonuts
RT @AubreyKende: Umm there’s one across the street @DunkinDonuts #dunkindonuts https://t.co/OinFU3ulhg,82,DunkinDonuts
"@DunkinDonuts Just went to brand new DD on Midlothian Turnpike, Richmond, VA and they had no decaf ice coffee made.… https://t.co/tnpXieJ2mb",83,DunkinDonuts
@natty_bk @DunkinDonuts this is like one of those tiny food videos,84,DunkinDonuts
@DunkinDonuts barely got any cream cheese on my bagel I am so sad <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> https://t.co/Xe5h8FyuEV,85,DunkinDonuts
It’s never too cold for iced coffee from @DunkinDonuts <ed><U+00A0><U+00BC><ed><U+00BD><U+00A9><U+2744><U+FE0F><U+2603><U+FE0F> https://t.co/29DV2Dh04U,86,DunkinDonuts
"RT @ChickadeeDeals: I was at @DunkinDonuts and I wasn't sure if I would like the coconut flavor, so the employee made me a sample! I wished…",87,DunkinDonuts
@GettyBosSports @DunkinDonuts Not right they should comp you some free iced teas..,88,DunkinDonuts
My gingerbread cookie donut from @DunkinDonuts was essentially a crunchy stale donut. But in a good way.,89,DunkinDonuts
@DunkinDonuts New Downtown Cleveland DD store looking great! Looking forward to having one close to work! Anticipat… https://t.co/pnedkdiGN3,90,DunkinDonuts
"@DunkinDonuts i will, thank you.",91,DunkinDonuts
Learn how @DunkinDonuts uses mobile-based promotions to offer mobile users a fun way to get into the holiday spirit… https://t.co/mowQUdaMgs,92,DunkinDonuts
"@DunkinDonuts such a waste of money, you shouldn’t allow your employees to sell burnt bagels as solid as a rock. Go… https://t.co/8jL35UqGrR",93,DunkinDonuts
I'm definitely addicted to this new Almond Joy Hot Chocolate from @DunkinDonuts,94,DunkinDonuts
Hey @DunkinDonuts you need to make that Peppermint Mocha available in your store.,95,DunkinDonuts
Brown sugar and cinnamon is my pumpkin spice. Thanks for bringing it back @DunkinDonuts,96,DunkinDonuts
@Jamie_Martines @NewsNatasha @DunkinDonuts There’s cookie flavored donuts?! @emilybalser can we get these for the newsroom?,97,DunkinDonuts
@NewsNatasha @Jamie_Martines @DunkinDonuts Yay Christmas donuts! Sorry all. I didn’t even know there was an xmas box <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,98,DunkinDonuts
"@DunkinDonuts since when does ""toasted please!!"" equivocate to microwaved?!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #FirstWorldProble",99,DunkinDonuts
@DunkinDonuts Ordered a Ham and cheese with bacon on Cibatta and a sausage egg and cheese croissant......,100,DunkinDonuts
@DunkinDonuts can you please start selling your rsberry tea by the gallon or half gallon I would pay high dollor fo… https://t.co/ApuVqZSs5U,101,DunkinDonuts
@DunkinDonuts I don't know wether to be impressed or disappointed <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> forgot my bacon though <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> still much love <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+0,102,DunkinDonuts
"@BigSerb @DunkinDonuts @cleveland19news Correct, but this will be the first full service store in downtown.",103,DunkinDonuts
"@DunkinDonuts Where can I find your advertised ""Oreo Cookie"" flavor variety of Hot Chocolate? I wrote to your custo… https://t.co/cMPkoqiYze",104,DunkinDonuts
"@Jamie_Martines @MaddyCzebsTrib @DunkinDonuts Ah, journos and our rabbit holes.

The DD box sure celebrated the pos… https://t.co/bxBuiy2izW",105,DunkinDonuts
There is literally a @DunkinDonuts on every block in Boston.,106,DunkinDonuts
Caramel mocha iced coffee from @DunkinDonuts solves everything for me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #EverybodyTalks,107,DunkinDonuts
@DunkinDonuts north Ridgeville has the absolute worst customer service ever! And their coffee taste like mud! #disgusting,108,DunkinDonuts
@Jamie_Martines @NewsNatasha @DunkinDonuts I just wanted to know why they weren’t decorated for Christmas. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,109,DunkinDonuts
@switch2756 @DanDeRoos19 @DunkinDonuts @cleveland19news Agree!,110,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news I would like to see a local donut store downtown like they do in other… https://t.co/zMbfjLWzZw,111,DunkinDonuts
@CatholicCharm @DunkinDonuts @Starbucks Starbucks supports abortionists.  Dunkin doesn’t do political pronouncement… https://t.co/EhNUosxY4g,112,DunkinDonuts
@SenatorSanborn @DunkinDonuts @RobGronkowski @davidortiz @RandPaul I can’t even order coffee right in DD.  @krispykreme is way better anyway,113,DunkinDonuts
"@DanDeRoos19 @DunkinDonuts @cleveland19news Dan, Woohoo! All the News reporters will definitely be love that!<ed><U+00A0><U+00BC><ed><U+00BD><U+00A9><ed><U+00A0><U+00BC><ed><U+00BD><U+00A9><ed><U+00A0><U+00BC><ed><U+00BD><U+00A9><ed><U+00A0><U+00BC><ed><U",114,DunkinDonuts
@Jamie_Martines @NewsNatasha @DunkinDonuts That actually looks brown the more I look at it. So I guess the sprinkles will make sense.,115,DunkinDonuts
"I'm at @DunkinDonuts in Boston, MA https://t.co/HsNDyDMNNb",116,DunkinDonuts
@DunkinDonuts @JoDeeKenney  @sumac90 @Nurselongfellow  @NHLFlyers @LukeChristman96   Hi everybody!!  Here's the lin… https://t.co/6w3yjHTGV5,117,DunkinDonuts
My boss and I will forever be in a @dunkindonuts vs @starbucks feud <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/vBc8oiXoQF,118,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news Sprinkled Donuts and Iced Coffee!,119,DunkinDonuts
@Jamie_Martines @NewsNatasha @DunkinDonuts I thought orange and pink were the DD colors? Unless it’s like another dress illusion....O_o,120,DunkinDonuts
@DanDeRoos19 @DunkinDonuts @cleveland19news There was one in tower city for years.,121,DunkinDonuts
"I'm at @DunkinDonuts in Fairfax, VA https://t.co/nyHlrI6wqP",122,DunkinDonuts
Rejoice! CLE is getting its first @DunkinDonuts store in downtown. E. 9th &amp; Rockwell Ave. Opens end of Jan.… https://t.co/vhUhtUepV5,123,DunkinDonuts
"Hate DD?  Dude, that is low....  Everyone loves @DunkinDonuts, @RobGronkowski, @davidortiz and all things New Engla… https://t.co/gC2mRxWj6J",124,DunkinDonuts
@brianagaines_ @DunkinDonuts Yo I’ve taken that intro to the teaching profession class and it was so weird,125,DunkinDonuts
@NewsNatasha @MaddyCzebsTrib @DunkinDonuts Bc orange and black are the Dunkin Donuts colors...?,126,DunkinDonuts
"Hey @DunkinDonuts , I sent u a DM yesterday about a jaw dropping experience of ineptitude .  No response?",127,DunkinDonuts
@NewsNatasha @DunkinDonuts I mean I would. Unless they’re paying homage to Jack Skellington?,128,DunkinDonuts
@Iainwyn @Starbucks @DunkinDonuts Okay where's the photo of this?,129,DunkinDonuts
how does a @DunkinDonuts run out of hot chocolate in dead of the winter. Might as well close down for the day and save everyone the hassle.,130,DunkinDonuts
Love this guy but he needs @DunkinDonuts  cup o' joy! https://t.co/ynPiusf58R,131,DunkinDonuts
RT @ps2dmt: Watching Jingle All The Way with my pug while sipping a dunkaccino @sinbadbad @DunkinDonuts,132,DunkinDonuts
RT @ps2dmt: Watching Jingle All The Way with my pug while sipping a dunkaccino @sinbadbad @DunkinDonuts,133,DunkinDonuts
RT @DunkinDonuts: Time to party! https://t.co/7iWJtiwL0s,134,DunkinDonuts
"We recently received a $10,000 donation from @DunkinDonuts Joy in Childhood Foundation for Fresh Family Cupboards i… https://t.co/hoPm1LT2MG",135,DunkinDonuts
"A few weeks ago the guy at the window at Dunkins asked if I wanted a tall or short straw... this morning, after him… https://t.co/yW2SA82YIg",136,DunkinDonuts
Reason #538 why @DunkinDonuts is better than Starbucks: talking Packers football with the cashier until the car behind me honks <ed><U+00A0><U+00BE><ed><U+00B4><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>#GopackGo,137,DunkinDonuts
"rough night but this made it a better day. all official :’) one more semester until I graduate.
my grades were spon… https://t.co/gvRH4clQJa",138,DunkinDonuts
I'm sitting in @Starbucks just doing some work when through the window I see a squirrel come running over from… https://t.co/qUy5KMfzKO,139,DunkinDonuts
RT @cheddar: RT to wish a very happy birthday today to our own @KristenScholer! We're joined by her mom Colleen and an epic @DunkinDonuts c…,140,DunkinDonuts
"Today's the day! Join us from 12pm-1pm at the Wells Fargo Plaza for Make Change Count! Enjoy carolers,… https://t.co/3D4J3ErCUn",141,DunkinDonuts
And that’s a wrap! @DunkinDonuts thanks for getting me through finals! And now getting me through the car ride home… https://t.co/XocBnh31vO,142,DunkinDonuts
Watching Jingle All The Way with my pug while sipping a dunkaccino @sinbadbad @DunkinDonuts,143,DunkinDonuts
"@MaddyCzebsTrib Lol. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 

Maybe @DunkinDonuts needs to use up its orange &amp; black sprinkles? You’d think with 10 days… https://t.co/07czf8AMwh",144,DunkinDonuts
RT @DunkinDonuts: Time to party! https://t.co/7iWJtiwL0s,145,DunkinDonuts
RT @hsherman: How we roll in my America. #embracediversity #nyc @DunkinDonuts https://t.co/IycKbQvs6W,146,DunkinDonuts
@jeanclare @DunkinDonuts That’s messed up!,147,DunkinDonuts
Damn wish I could @UberEats a coffee and dozen donuts from @DunkinDonuts!!!! Can y'all make this partnership happen?,148,DunkinDonuts
"Thanks @DunkinDonuts, I am now being shunned by my coworkers for making them walk a mile to an un-opened DD on grand opening day <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> #sad",149,DunkinDonuts
Just had the #Tiramisu #cappuccino @DunkinDonuts and I must say it has beaten the taste of #Cocoa #cappuccino from… https://t.co/KUB35MybYw,150,DunkinDonuts
It would still be a gift IF I COULD STILL GET IT @DunkinDonuts https://t.co/JHBw5QoU4R,151,DunkinDonuts
1 little slice of cheese and 1.5 pieces of bacon ?? are y’all normally this stingy with your breakfast sandwiches?… https://t.co/7jjLtGO8dH,152,DunkinDonuts
@David_Atar @IsraelinBrazil @DunkinDonuts @IsraelinSPaulo @fisesp @DidiGnatek @EliLipshitz You're welcome! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,153,DunkinDonuts
"Nothing beats my FAVORITE Hazelnut Flavored @DunkinDonuts #Coffee THE BEST!!!!!!!!!!!
<ed><U+00A0><U+00BE><ed><U+00B5><U+0087> Where my #CoffeeLovers at!!!!!!? <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BE><ed><U+00B5><U+0087><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",154,DunkinDonuts
@rdsanchezjr @GiordanosPizza @DunkinDonuts @cta Good to know! #TravelSkills,155,DunkinDonuts
@mandardhulubulu @IsraelinBrazil @DunkinDonuts @IsraelinSPaulo @fisesp @DidiGnatek @EliLipshitz Thank you! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>,156,DunkinDonuts
@DPosetti @IsraelinBrazil @DunkinDonuts @IsraelinSPaulo @fisesp @DidiGnatek @EliLipshitz Thank you! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>,157,DunkinDonuts
@RamratanSali @IsraelinBrazil @DunkinDonuts @IsraelinSPaulo @fisesp @DidiGnatek @EliLipshitz Thank you! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>,158,DunkinDonuts
@DunkinDonuts Why can none of your establishments get an order correct? I shouldn’t have to sip my coffee before I… https://t.co/oznJlIGaeI,159,DunkinDonuts
RT @cheddar: RT to wish a very happy birthday today to our own @KristenScholer! We're joined by her mom Colleen and an epic @DunkinDonuts c…,160,DunkinDonuts
"@JohnnyJet Midway (MDW) is close to downtown and in a residential area, so there's shopping and eating (… https://t.co/YPa587rdPG",161,DunkinDonuts
@cheddar @KristenScholer @DunkinDonuts Such a proud mom and daughter! Happy Birthday!,162,DunkinDonuts
@MightyD88 @DunkinDonuts And @DunkinDonuts did it wrong too. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> https://t.co/EP0agGOjYA,163,DunkinDonuts
@aaronemyers @Wawa @DunkinDonuts Just wait til you find out it was JT... https://t.co/MQXed0RdWo,164,DunkinDonuts
@CiCiVanTine @DunkinDonuts Good afternoon Cici! It's been great since DD introduced the app. For some reason the la… https://t.co/AFFYlWfWy7,165,DunkinDonuts
"I'm at @DunkinDonuts in Miami, FL https://t.co/1sVDB7j5Ng",166,DunkinDonuts
"Happy to have found more of this from @DunkinDonuts 
You guys need this year round!!!
#Coffee #americarunsondunkin… https://t.co/7xMMMmj5iE",167,DunkinDonuts
4th time in a row I’ve been to @DunkinDonuts and they’re out of Peanut Donuts. What is life.,168,DunkinDonuts
RT @DunkinDonuts: Time to party! https://t.co/7iWJtiwL0s,169,DunkinDonuts
When your willing to wait for that @DunkinDonuts coffee... #TheCoffeeIsSoGood #DunkinDonuts https://t.co/VLYziBcqTo,170,DunkinDonuts
RT @espn: Coach Gruden’s dishing out advice — and potential new nicknames — in this @DunkinDonuts ad. https://t.co/35SxrQ6pWJ,171,DunkinDonuts
Who's got the freshest java? We got answers. Listen now https://t.co/Vy3C2lGEof #trypod #coffee @Starbucks… https://t.co/6jD1nfbOuv,172,DunkinDonuts
"@DunkinDonuts having construction work done in the store next to the uncovered food. 

#health danger as dust is ev… https://t.co/4adXPX7KIG",173,DunkinDonuts
@tatianarafter @DunkinDonuts @NWHL @_thedailysass @Riveters Tatiana how do I get a game worn Tatiana Rafter jersey… https://t.co/DCG0OUb49Q,174,DunkinDonuts
Literally obsessed w @DunkinDonuts blueberry munchkins... LIFE<ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>,175,DunkinDonuts
"@DunkinDonuts Don’t worry tho, my second one is almost an everything bagel and still looks awful https://t.co/u0e2YUGthm",176,DunkinDonuts
@DunkinDonuts I now want a donut.. #pregnant #cravings,177,DunkinDonuts
Surprise coffee delivery!!!!  Now I can sing LOUDER as I edit! #CodeWords #IndieWoods @dunkindonuts https://t.co/dMYtVMxxYt,178,DunkinDonuts
RT @DunkinDonuts: Time to party! https://t.co/7iWJtiwL0s,179,DunkinDonuts
@DunkinDonuts you really need to evaluate the shitty workers you have who can never get a single order CORRECT,180,DunkinDonuts
@peacexwisdom @DunkinDonuts Seriously though..I was choking eating eating that damn thing <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,181,DunkinDonuts
RT @hsherman: How we roll in my America. #embracediversity #nyc @DunkinDonuts https://t.co/IycKbQvs6W,182,DunkinDonuts
".@DunkinDonuts it is for the next few coffee stops, thanks to @deborah_maving and @MavingJagger! Thank you and Merr… https://t.co/3dN0Q8AcVG",183,DunkinDonuts
@ASASOhio @DunkinDonuts Thank you for having us! Enjoyed every minute with the All-Stars!,184,DunkinDonuts
There is nothing worse than having @DunkinDonuts completely mess up your breakfast order <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,185,DunkinDonuts
@kourtpng @DunkinDonuts You stupid babe haha,186,DunkinDonuts
RT @ovoneymar: @kourtpng in the back 30 minutes after @DunkinDonuts <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/oXTmIryVpx,187,DunkinDonuts
@ovoneymar @DunkinDonuts That glaze!!!!,188,DunkinDonuts
RT @hsherman: How we roll in my America. #embracediversity #nyc @DunkinDonuts https://t.co/IycKbQvs6W,189,DunkinDonuts
@kourtpng in the back 30 minutes after @DunkinDonuts <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/oXTmIryVpx,190,DunkinDonuts
"Wow... not an everything bagel, no butter, and my bagel looks like this @DunkinDonuts https://t.co/UqKGtdRt1o",191,DunkinDonuts
RT @hsherman: How we roll in my America. #embracediversity #nyc @DunkinDonuts https://t.co/IycKbQvs6W,192,DunkinDonuts
